post_id,source,keyword,author,created_at,url,upvotes,content,sentiment_label,sentiment_confidence,positive_score,negative_score,neutral_score,emotions_positive,emotions_negative,emotions_neutral
1982371091776745801,1982371091776745801,iphone,piyorin3365,2025-10-26 08:57:53,https://twitter.com/piyorin3365/status/1982371091776745801,0,古い方のiPhoneはAppleさんで買ったやつだからWi-Fi環境だと両方使えて便利やね。,NEGATIVE,0.9693,0.0307,0.9693,0.0,{},{},{}
1982371088119308465,1982371088119308465,iphone,souzzajeff32,2025-10-26 08:57:52,https://twitter.com/souzzajeff32/status/1982371088119308465,0,Então os caras são contra regimes autoritários  é não curtiram a luta e não reconhecimento voa nobel da paz o trampo da Maria corina?igual os haters do capitalismo mas amam um iPhone.,NEGATIVE,0.9918,0.0082,0.9918,0.0,{},{},{}
1982371088983302179,1982371088983302179,iphone,ihzaraihann,2025-10-26 08:57:52,https://twitter.com/ihzaraihann/status/1982371088983302179,0,"wts cepattt iPhone 11 64 gb ex ibox minus udh ganti layar, bh service sama body lecet  3,3 negoooo lokasi jkt barat #zonauang https://t.co/wYEnIRoZRe",NEGATIVE,0.9965,0.0035,0.9965,0.0,{},{},{}
1982371077784555652,1982371077784555652,iphone,Piggyjujuju,2025-10-26 08:57:50,https://twitter.com/Piggyjujuju/status/1982371077784555652,0,"#STARLYMPICS2025 🔥  Infer Fans welcome too 🫧  📅 20/12 📍 รับ-คืนหน้างาน | จองฟรี ไม่มีค่าใช้จ่าย  S24 Ultra — 800฿ S25 Ultra — 1000฿ iPhone 15 Pro Max — 900฿ iPhone 17 Pro — 1,390฿  🫧บริการอัปโหลดฟรี 🫧ไม่ต้องวางมัดจำ 🫧รับและคืนเครื่องได้ง่ายหน้างาน  #GMMTVSTARLYMPICS2025",NEGATIVE,0.882,0.118,0.882,0.0,{},{},{}
1982371053440782734,1982371053440782734,iphone,christian_adola,2025-10-26 08:57:44,https://twitter.com/christian_adola/status/1982371053440782734,0,"@Ovoh_of_Lagos If like talk, iphone 16 don sure for her",NEGATIVE,0.7718,0.2282,0.7718,0.0,{},{},{}
1982371038915858514,1982371038915858514,iphone,kinoko9875,2025-10-26 08:57:41,https://twitter.com/kinoko9875/status/1982371038915858514,0,@nippon_ukuraina 生活保護受給者の生活が厳しいって声があるけど、じゃなぜパチンコ行けてるの？最新iPhone持ってるの？その時点で終了ですわ。再起に向けて金を恵んでもらってるという事実がなければ、金など与えなくてよいのです。,NEGATIVE,0.9638,0.0362,0.9638,0.0,{},{},{}
1982371004216459738,1982371004216459738,iphone,MatlhogonoloOr1,2025-10-26 08:57:32,https://twitter.com/MatlhogonoloOr1/status/1982371004216459738,0,iPhone strikes again…,POSITIVE,0.9922,0.9922,0.0078,0.0,{},{},{}
1982370993508417783,1982370993508417783,iphone,wacky61,2025-10-26 08:57:30,https://twitter.com/wacky61/status/1982370993508417783,0,1週間ぶりに大阪帰還したら秋が残ってた🍂 oasis前からiPhoneが充電できず無事に帰れるか心配やったで😤 昨日はこんな見切れ席でフロアの盛り上がりを見ながら2時間歌うという楽しい席やった。それにしても昨日のステージは誰もが絶賛しててやっぱり凄いもの観れたなと感慨深い #oasislive25 https://t.co/NazJSv9zhy,NEGATIVE,0.9731,0.0269,0.9731,0.0,{},{},{}
1982370982653534624,1982370982653534624,iphone,taichaemon_jpn,2025-10-26 08:57:27,https://twitter.com/taichaemon_jpn/status/1982370982653534624,0,最近まじスマホで閲覧するWebページの広告があまりにもうざすぎて使ってるiPhoneを窓からぶん投げてやりたくなる🖕🏻 いい加減にしとけよおめえら🖕🏻,NEGATIVE,0.9543,0.0457,0.9543,0.0,{},{},{}
1982370973967139104,1982370973967139104,iphone,SamirMira399198,2025-10-26 08:57:25,https://twitter.com/SamirMira399198/status/1982370973967139104,0,@serverlesscon iphone 16 is best understood by starting with core concepts and building practical projects with case studies.,NEGATIVE,0.9834,0.0166,0.9834,0.0,{},{},{}
1982370965150630118,1982370965150630118,iphone,jakurais,2025-10-26 08:57:23,https://twitter.com/jakurais/status/1982370965150630118,0,lmfaooooo eunho experiencing the average iphone user experience migrating to android 😭😭😭 https://t.co/9DzolaYUak,NEGATIVE,0.9831,0.0169,0.9831,0.0,{},{},{}
1982370955424124998,1982370955424124998,iphone,yoonciella,2025-10-26 08:57:21,https://twitter.com/yoonciella/status/1982370955424124998,0,Le mien est tombé mais vraiment mon ancien iPhone serait mort et enterré depuis mais la !?! Une tel chute et aucune fissures ? Je suis choquée,NEGATIVE,0.9847,0.0153,0.9847,0.0,{},{},{}
1982370958200721498,1982370958200721498,iphone,sirakaminohaom,2025-10-26 08:57:21,https://twitter.com/sirakaminohaom/status/1982370958200721498,0,スマホをiPhoneに変えた！！！ まだ使い慣れない https://t.co/ozXc4YdIKA,NEGATIVE,0.9727,0.0273,0.9727,0.0,{},{},{}
1982370959144464579,1982370959144464579,iphone,sz__geri,2025-10-26 08:57:21,https://twitter.com/sz__geri/status/1982370959144464579,0,@zollotech It was so much better on my iPhone 15 pro without it.,NEGATIVE,0.9988,0.0012,0.9988,0.0,{},{},{}
1982370950424277009,1982370950424277009,iphone,VelvetStudiosX,2025-10-26 08:57:19,https://twitter.com/VelvetStudiosX/status/1982370950424277009,0,@LunaLarkx @DValentinaXo The iPhone does give a couple points to start. Now if only His social Media game Was up To Par! 🤷🏽,POSITIVE,0.9361,0.9361,0.0639,0.0,{},{},{}
1982370941918449710,1982370941918449710,iphone,_mheedey,2025-10-26 08:57:17,https://twitter.com/_mheedey/status/1982370941918449710,0,"I dreamt someone bought me an iPhone 17 Pro max, woke up now and I can’t find it😭😭😭.",NEGATIVE,0.9947,0.0053,0.9947,0.0,{},{},{}
1982370930816127129,1982370930816127129,iphone,shikakimagure,2025-10-26 08:57:15,https://twitter.com/shikakimagure/status/1982370930816127129,0,iPhone使っている方に質問です。iPhoneの何が良いの？僕はアンドロイド派なんですが、PerfumeがiPhone6SでCM出ている頃一時期気にはなったけど、当時はXperiaが好きで暫くはXperia使ってましたが、現在はGooglePixel8PRO使ってます。 ＃iPhoneの何がいいの,NEGATIVE,0.9766,0.0234,0.9766,0.0,{},{},{}
1982370901401424068,1982370901401424068,iphone,Coltkom,2025-10-26 08:57:08,https://twitter.com/Coltkom/status/1982370901401424068,0,@arsenalist @NEPAPatriot @krystalball Is that why your on a IPhone made by slaves?,NEGATIVE,0.9941,0.0059,0.9941,0.0,{},{},{}
1982370890286252374,1982370890286252374,iphone,94catu,2025-10-26 08:57:05,https://twitter.com/94catu/status/1982370890286252374,0,"""🐶お買い物タイム Amazon   🎀 Apple iPhone 17 256GB ホワイト ✨ JAN: 4549995649161 🌟 【ゲットするなら】➡️ https://t.co/PJFkmgea4g 💝 お得価格：¥125,806 💖 お小遣いプラス：¥2,194  📝 おねだん：¥129,800 ※変わることあるよ♪ 💳 Amazonカード：2%還元 / AMEX: 3%還元 ✨ Store㌽：1%もどってくる 📱 dアカウントつなぐと：+1%ゲット（100ptまで）  ⏰ 今すぐチェック！なくなっちゃうかも💕 PR17:56""",NEGATIVE,0.9757,0.0243,0.9757,0.0,{},{},{}
1982370884531970155,1982370884531970155,iphone,fukuoka01uk,2025-10-26 08:57:04,https://twitter.com/fukuoka01uk/status/1982370884531970155,1,Softbankは48回分割・・・  端末価格２１万９６００円 １－１２回は１円？それ以降は約６１００円程度。  RT https://t.co/PmkqdzESZO,NEGATIVE,0.9894,0.0106,0.9894,0.0,{},{},{}
1982370868778111105,1982370868778111105,iphone,2kid_akn,2025-10-26 08:57:00,https://twitter.com/2kid_akn/status/1982370868778111105,0,ようやく機種変しようと思って手続き進めたらiPhoneの在庫なくなってて泣いた,NEGATIVE,0.9572,0.0428,0.9572,0.0,{},{},{}
1982370857721716996,1982370857721716996,iphone,FurchinaMonolog,2025-10-26 08:56:57,https://twitter.com/FurchinaMonolog/status/1982370857721716996,0,"@narindertweets @billymooreAPBD So why are you laughing? Oh yes, because you’re back behind your iPhone like the race baiting coward you are.",NEGATIVE,0.9985,0.0015,0.9985,0.0,{},{},{}
1982370853166969047,1982370853166969047,iphone,1510cart,2025-10-26 08:56:56,https://twitter.com/1510cart/status/1982370853166969047,0,[Want to Sell]   Iphone Pro Max 256gb 🔘 Black 🔘 1st use: April 25 🔘 BH 100%  🔘 Good condition like new 🔘 Garansi Ibox lengkap 🔘 Dijual karena GEDE BANGET &amp; BERAT😭  Price: Rp 18.5jt  ☑️ COD Jaksel/Jakbar ☑️ serious buyer only! hnr will get blocked  🏷️ jual wts #zonauang https://t.co/936A29dLG6,NEGATIVE,0.9978,0.0022,0.9978,0.0,{},{},{}
1982370847206846527,1982370847206846527,iphone,ykko_rakutenian,2025-10-26 08:56:55,https://twitter.com/ykko_rakutenian/status/1982370847206846527,0,欲しいもの  iPhoneがGoogle pixel onのスニーカー ワイドパンツ アンクルパンツ キャップ LE CIEL BLEUのアウター PENHALIGON'Sの香水  どれも比較的単価がお高め笑🥺 携帯は年内で買えないと、、 ウズベキスタンいけない涙,NEGATIVE,0.9415,0.0585,0.9415,0.0,{},{},{}
1982370849991823580,1982370849991823580,iphone,LiquidFaerie,2025-10-26 08:56:55,https://twitter.com/LiquidFaerie/status/1982370849991823580,1,"@anexiledjew @JamesMelville No clock on the oven, ride a motorbike, so no clock there either. iPhone does it’s own thing. I’m good.",POSITIVE,0.9994,0.9994,0.0006,0.0,{},{},{}
1982370828353151222,1982370828353151222,iphone,mafejopaami,2025-10-26 08:56:50,https://twitter.com/mafejopaami/status/1982370828353151222,0,"iPhone 7 btw, new android’s camera can’t compete",NEGATIVE,0.9909,0.0091,0.9909,0.0,{},{},{}
1982370818341707884,1982370818341707884,iphone,ibukinomarch,2025-10-26 08:56:48,https://twitter.com/ibukinomarch/status/1982370818341707884,0,練習とチェックのため、アプリ無しのiPhoneインカメラで撮るんだけど、 毎回本当に絶望する。 でもリアルで会うとだとこうなんだろうなっていうことを戒めて、少しでも良くなるように改善がんばる,NEGATIVE,0.9302,0.0698,0.9302,0.0,{},{},{}
1982370810678411277,1982370810678411277,iphone,TheGadgetHub_,2025-10-26 08:56:46,https://twitter.com/TheGadgetHub_/status/1982370810678411277,0,"iPhone 16 128gb  Physical +esim  🏷️ 920,000 https://t.co/D5EG2XJCYa",NEGATIVE,0.9828,0.0172,0.9828,0.0,{},{},{}
1982370803812651293,1982370803812651293,iphone,KaszubLGD,2025-10-26 08:56:44,https://twitter.com/KaszubLGD/status/1982370803812651293,1,"@MateuszFriday @operator_taczki @wanciLG Przecież Androida można ustawić tak jak się obsługuje iosa.  Jedno co mogę napisać dobrego o iPhone, to to, że zabezpieczenia ma lepsze. A poza tym to przereklamowany gadżet.",NEGATIVE,0.9944,0.0056,0.9944,0.0,{},{},{}
1982370793481994375,1982370793481994375,iphone,jiro0409jp,2025-10-26 08:56:42,https://twitter.com/jiro0409jp/status/1982370793481994375,0,"Amazon PR  Apple iPhone 17 256GB ホワイト JAN：4549995649161 https://t.co/1csgiLlGSO 得2,194 実質125,806円 参考：128,000  販売価格：129,800円 Amazonクレカ：2% Store㌽：1% dアカ連携：1%（上限100pt）  17:56",NEGATIVE,0.9818,0.0182,0.9818,0.0,{},{},{}
1982370768131633315,1982370768131633315,iphone,ruice_otoku,2025-10-26 08:56:36,https://twitter.com/ruice_otoku/status/1982370768131633315,0,"🐶物販　Amazon   🔗 【購入はこちら】▶️ https://t.co/vOG9Guu5ZY  🛍️ Apple iPhone 17 256GB ホワイト 📌 JAN: 4549995649161 ✅ 実質価格：¥125,806 📈 利益：¥2,194  📝 販売価格：¥129,800 ※価格変動あり 💳 Amazonクレカ：2% / AMEX: 3% 💰 Store㌽：1%還元 📱 dアカウント連携：+1%（上限100pt）  🔥 早い者勝ち！売り切れ注意 PR17:56",NEGATIVE,0.9768,0.0232,0.9768,0.0,{},{},{}
1982370769322877426,1982370769322877426,iphone,IPhone_mbmx,2025-10-26 08:56:36,https://twitter.com/IPhone_mbmx/status/1982370769322877426,3,🐽 : น้องโฟนค้าบบบ~  5555555555555555   BABE BIRTHDAY FANSIGN #BabiiBashFansign #babiibabe https://t.co/FNMIQU6D0O,NEGATIVE,0.9856,0.0144,0.9856,0.0,{},{},{}
1982370762624569846,1982370762624569846,iphone,coraliergn,2025-10-26 08:56:35,https://twitter.com/coraliergn/status/1982370762624569846,0,@ElzaXxx_ l'iPhone 8 fonctionne encore aussi.,NEGATIVE,0.9138,0.0862,0.9138,0.0,{},{},{}
1982370758069567986,1982370758069567986,iphone,lg9l_2,2025-10-26 08:56:34,https://twitter.com/lg9l_2/status/1982370758069567986,0,"Apple iPhone 17 256GB ホワイト JAN 4549995649161 https://t.co/3oR4YxGtYD   価格 129,800円（実質 125,806円） 買取 128,000円 💰＋2,194 ーーーーーーーーー 【ポイント内訳】 prime会員1%・Amazonカード2% d（上限100pt）  Amazon PR 17:56",NEGATIVE,0.9735,0.0265,0.9735,0.0,{},{},{}
1982370753568985303,1982370753568985303,iphone,bananafrn,2025-10-26 08:56:32,https://twitter.com/bananafrn/status/1982370753568985303,0,"and without the case, poor that iphone, mingyu 100% gonna break that phone in matter of time",NEGATIVE,0.9989,0.0011,0.9989,0.0,{},{},{}
1982370747344712113,1982370747344712113,iphone,dfawefaw,2025-10-26 08:56:31,https://twitter.com/dfawefaw/status/1982370747344712113,0,🔥家電＆カメラ2位🔥 売れ筋ランキング seninhi 対応 iPhone 16 ガラスフィルム apple 指紋防止 【2* フィルム + 2* レンズ保護  ⚡699円⚡（17:56日本標準時点） https://t.co/EGsZILh58c,NEGATIVE,0.9764,0.0236,0.9764,0.0,{},{},{}
1982370749236359242,1982370749236359242,iphone,navylabo,2025-10-26 08:56:31,https://twitter.com/navylabo/status/1982370749236359242,0,"🌲Amazon🌲   ✨在庫・オトク✨検知しました🚀  🚩Apple iPhone 17 256GB ホワイト 4549995649161 販売価格：129,800円 https://t.co/eUVcmwU5mh  Amazonクレカ：2% Store㌽1%、dアカ1%（上限100pt）  実質125,806円 🗨️1280  #PR (17:56)",NEGATIVE,0.9784,0.0216,0.9784,0.0,{},{},{}
1982370728315138434,1982370728315138434,iphone,tv1A4ae43q13976,2025-10-26 08:56:26,https://twitter.com/tv1A4ae43q13976/status/1982370728315138434,0,"Amazon セール PR🦁  Apple iPhone 17 256GB ホワイト 4549995649161 https://t.co/ENG6ABtV5v  ✅販売価格：129,800円 ✅仕入価格：125,806円 ✅利益：2,194 ✅買取価格：128,000 17:56",NEGATIVE,0.9731,0.0269,0.9731,0.0,{},{},{}
1982370723697164559,1982370723697164559,iphone,kurdttakeuchi,2025-10-26 08:56:25,https://twitter.com/kurdttakeuchi/status/1982370723697164559,0,FOMAのSIMが半日ぐらい認識しなくなってきたから、スマホ買い替えついでに、DOCOMOが糞でどうしょうもないからAUかSoftBankにMNPしようかと色々見てるけど iPhoneにしようとすると、1円の機種でも安心サポートや乗り換え割の基本料で2年で5万円近く逝くのにさらに通信料とか意味フDEATH,NEGATIVE,0.9737,0.0263,0.9737,0.0,{},{},{}
1982370709205884931,1982370709205884931,iphone,LLLLLLL2001,2025-10-26 08:56:22,https://twitter.com/LLLLLLL2001/status/1982370709205884931,0,"เซ็ตใหม่ พร้อมเสริฟ #จัดส่งฟรี 🤍 🫶🏻🍦iPhone XR 128GB TH ราคา 6,300  ~ สแกนได้ แจ้งแบต 100% มีทูโทน ~ บอดี้ใหม่ สวยย ใช้งานปกติทุกอย่าง ~ ครบกล่อง+เคส ฟิล์ม ประกัน 20 วัน  #ไอโฟนมือสอง #ส่งต่อไอโฟน #โทรศัพท์มือสอง #ไอโฟนมือสองราคาถูก #ส่งต่อโทรศัพท์มือสอง #มือถือมือสอง #ไอโฟนมือ2 https://t.co/p8iwqPypzo",NEGATIVE,0.9873,0.0127,0.9873,0.0,{},{},{}
1982370695423357390,1982370695423357390,iphone,yukimismile,2025-10-26 08:56:19,https://twitter.com/yukimismile/status/1982370695423357390,0,"🛒 Amazon 🐇✨PR  🉐 3,492（AMEX）：2.8% 　   2,194（Amazon）：1.7%  🉐 全額㌽利用時：-402：-0.3%  🔗 https://t.co/vNfYg2QTmJ  ・Apple iPhone 17 256GB ホワイト ・JAN：4549995649161  価格🛒：129,800円 実質💰：124,508円（AMEX） 　　　　   125,806（Amazon） 参考📚：128,000 ※変動する可能性あります  📊 ポイント内訳 ▫️ クレカ：3%（AMEX）2%（Amazon） ▫️ ポイント：1% ▫️ d連携：1%（上限100㌽/購入） 17:56",NEGATIVE,0.9839,0.0161,0.9839,0.0,{},{},{}
1982370674154107044,1982370674154107044,iphone,hige_boze_,2025-10-26 08:56:14,https://twitter.com/hige_boze_/status/1982370674154107044,0,@nnn214_1 因みにiPhoneは何チョイス？（手のひらｸﾙｰ,NEGATIVE,0.9665,0.0335,0.9665,0.0,{},{},{}
1982370654361170413,1982370654361170413,iphone,gontashota,2025-10-26 08:56:09,https://twitter.com/gontashota/status/1982370654361170413,0,速報：AppleがSpaceXと交渉中、将来のiPhoneにStarlink衛星サービスを導入へ。,NEGATIVE,0.941,0.059,0.941,0.0,{},{},{}
1982370648703070390,1982370648703070390,iphone,Ayeeeiiii,2025-10-26 08:56:07,https://twitter.com/Ayeeeiiii/status/1982370648703070390,0,Thankyou darling sa iphone 17 promax💙,POSITIVE,0.9983,0.9983,0.0017,0.0,{},{},{}
1982370640993632644,1982370640993632644,iphone,monoglint,2025-10-26 08:56:06,https://twitter.com/monoglint/status/1982370640993632644,0,not the orange iphone💀💀💀💀,NEGATIVE,0.9937,0.0063,0.9937,0.0,{},{},{}
1982370642814214524,1982370642814214524,iphone,lovelivedaisuki,2025-10-26 08:56:06,https://twitter.com/lovelivedaisuki/status/1982370642814214524,0,モイ！）iPhoneから配信中！ https://t.co/FFUPseLy5o,NEGATIVE,0.9816,0.0184,0.9816,0.0,{},{},{}
1982370627660263765,1982370627660263765,iphone,LLLLLLL2001,2025-10-26 08:56:02,https://twitter.com/LLLLLLL2001/status/1982370627660263765,0,"🫶🏻🍦 iPhone 12 นอก ความจุ 64G 7,850 | 128G 8,250 🌷  ~ สแกนหน้าได้ แจ้งจอ แบต100% จอมีทูโทน ~ บอดี้ใหม่ สวยย ใช้งานปกติทุกอย่าง  ~ ครบกล่อง+เคส ฟิล์ม ประกัน 20 วัน  #ไอโฟนมือสอง #ส่งต่อไอโฟน #โทรศัพท์มือสอง #ไอโฟนมือสองราคาถูก #ส่งต่อโทรศัพท์มือสอง #มือถือมือสอง #ไอโฟนมือ2 https://t.co/0ziJa6e0j4",NEGATIVE,0.9769,0.0231,0.9769,0.0,{},{},{}
1982370580104908819,1982370580104908819,iphone,Def64Gamer,2025-10-26 08:55:51,https://twitter.com/Def64Gamer/status/1982370580104908819,0,@AppleBugAi @dark_phoenix69_ @lloc80u @LeakerApple @apple_iJUNK @HANDSOME_MMIKEY @Titan4060 Keep posting your fake screenshots  It’s just embarrassing at this point - it’s as if we all can’t see my timeline  Easy win.  Enjoy your iPhone dream https://t.co/IaTev2lUjc,NEGATIVE,0.9978,0.0022,0.9978,0.0,{},{},{}
1982370566364606599,1982370566364606599,iphone,MMhk416,2025-10-26 08:55:48,https://twitter.com/MMhk416/status/1982370566364606599,0,iPhoneのカメラ、イカれて等倍かズームすると絶対にピンぼけする。引きで撮ったら問題無いんだけどなあ,NEGATIVE,0.9034,0.0966,0.9034,0.0,{},{},{}
1982370551554527570,1982370551554527570,iphone,LLLLLLL2001,2025-10-26 08:55:44,https://twitter.com/LLLLLLL2001/status/1982370551554527570,0,"🫶🏻🍦 iPhone XR body 15 Pro 🌥️TH ความจุ 64G 6,350 | 128G 6,950 🌷  ~ สแกนหน้าได้ แบต100% จอมีทูโทน ~ บอดี้ใหม่ สวยย ใช้งานปกติทุกอย่าง  ~ ครบกล่อง+เคส ฟิล์ม ประกัน 20 วัน  #ไอโฟนมือสอง #ส่งต่อไอโฟน #โทรศัพท์มือสอง #ไอโฟนมือสองราคาถูก #ส่งต่อโทรศัพท์มือสอง #มือถือมือสอง #ไอโฟนมือ2 https://t.co/ve1IQrmbWb",NEGATIVE,0.9823,0.0177,0.9823,0.0,{},{},{}
1982370502955110663,1982370502955110663,iphone,oriquro,2025-10-26 08:55:33,https://twitter.com/oriquro/status/1982370502955110663,0,そうだよ　iPhoneはずっと 799ドルらしいよ,NEGATIVE,0.9175,0.0825,0.9175,0.0,{},{},{}
1982370496466526508,1982370496466526508,iphone,mitqyu,2025-10-26 08:55:31,https://twitter.com/mitqyu/status/1982370496466526508,0,https://t.co/xRhyvDTZsK,NEGATIVE,0.9898,0.0102,0.9898,0.0,{},{},{}
1982370480117150088,1982370480117150088,iphone,LLLLLLL2001,2025-10-26 08:55:27,https://twitter.com/LLLLLLL2001/status/1982370480117150088,0,"🫶🏻🍦 iPhone XR เครื่องไทย TH  ความจุ 64G 6,050 | 128G 6,550 🌷  ~ สแกนหน้าได้ แบต100% จอมีทูโทน ~ บอดี้ใหม่ สวยย ใช้งานปกติทุกอย่าง  ~ ครบกล่อง+เคส ฟิล์ม ประกัน 20 วัน  #ไอโฟนมือสอง #ส่งต่อไอโฟน #โทรศัพท์มือสอง #ไอโฟนมือสองราคาถูก #ส่งต่อโทรศัพท์มือสอง #มือถือมือสอง #ไอโฟนมือ2 https://t.co/zRnRgei8m7",NEGATIVE,0.9776,0.0224,0.9776,0.0,{},{},{}
1982370471216869475,1982370471216869475,iphone,dfawefaw,2025-10-26 08:55:25,https://twitter.com/dfawefaw/status/1982370471216869475,0,"🔥家電＆カメラ1位🔥 売れ筋ランキング NIMASO ガラスフィルム iPhone 17 用 強化ガラス 液晶 保護フィルム 耐衝撃 高透過率 指紋防止 貼りやすい ガイド枠付き 2枚セット いPhone17（63インチ）対応 DSP25F1698  「対応機種」iPhon  ⚡1,499円⚡（17:55日本標準時点） https://t.co/perxFBnpoB",NEGATIVE,0.9722,0.0278,0.9722,0.0,{},{},{}
1982370464594026588,1982370464594026588,iphone,m15rmpg,2025-10-26 08:55:24,https://twitter.com/m15rmpg/status/1982370464594026588,0,私のiPhoneポンコツだから人様の動画がありがてぇ…🙏,NEGATIVE,0.9545,0.0455,0.9545,0.0,{},{},{}
1982370436097999044,1982370436097999044,iphone,papalog21,2025-10-26 08:55:17,https://twitter.com/papalog21/status/1982370436097999044,0,【2025年新モデル】HDMIケーブル iPhone HDMI変換ケーブ ル 2m Digital AV変換アダプタLig... https://t.co/4iE7aS6wZE #Amazon,NEGATIVE,0.9819,0.0181,0.9819,0.0,{},{},{}
1982370431903699136,1982370431903699136,iphone,Pshark14,2025-10-26 08:55:16,https://twitter.com/Pshark14/status/1982370431903699136,0,Shot on iPhone. https://t.co/r85uJMFQ5v,NEGATIVE,0.9909,0.0091,0.9909,0.0,{},{},{}
1982370422864924697,1982370422864924697,iphone,hsuchingpo,2025-10-26 08:55:14,https://twitter.com/hsuchingpo/status/1982370422864924697,0,已知iPhone Air外接电池的电池=iPhone Air内置电池，那么购买一块外接电池比iPhone Air单独更换电池还便宜…… 库克真有你的 #iphoneair #iPhone https://t.co/daSRSptuTc,NEGATIVE,0.9768,0.0232,0.9768,0.0,{},{},{}
1982370419169698284,1982370419169698284,iphone,KarenKing332816,2025-10-26 08:55:13,https://twitter.com/KarenKing332816/status/1982370419169698284,0,持ち運びに便利な薄型でおしゃれなAnkerのMagGo Power Bank♡ iPhoneにピタッとマグネット吸着して、15Wの高速ワイヤレス充電ができるのが嬉しい！  https://t.co/Ousr6x2sll #AD,NEGATIVE,0.9825,0.0175,0.9825,0.0,{},{},{}
1982370419400147153,1982370419400147153,iphone,Ayeris_23,2025-10-26 08:55:13,https://twitter.com/Ayeris_23/status/1982370419400147153,0,"@AnxiousHolly I prefer being able to actually use my phone. I bought an iPhone, not an iPad.  I never drop it, nor fumble it. Why? Because it’s ergonomic. I can reach every part of the screen without repositioning. It’s faster and easier to use than a pro max. https://t.co/8mSFGOlP1v",POSITIVE,0.7625,0.7625,0.2375,0.0,{},{},{}
